Lx0,Ly0,Lz0,Lx1,Ly1,Lz1,Lx2,Ly2,Lz2,Lx3,Ly3,Lz3,Lx4,Ly4,Lz4,Lx5,Ly5,Lz5,Lx6,Ly6,Lz6,Lx7,Ly7,Lz7,Lx8,Ly8,Lz8,Lx9,Ly9,Lz9,Lx10,Ly10,Lz10,Lx11,Ly11,Lz11,Lx12,Ly12,Lz12,Lx13,Ly13,Lz13,Lx14,Ly14,Lz14,Lx15,Ly15,Lz15,Lx16,Ly16,Lz16,Lx17,Ly17,Lz17,Lx18,Ly18,Lz18,Lx19,Ly19,Lz19,Lx20,Ly20,Lz20,Rx0,Ry0,Rz0,Rx1,Ry1,Rz1,Rx2,Ry2,Rz2,Rx3,Ry3,Rz3,Rx4,Ry4,Rz4,Rx5,Ry5,Rz5,Rx6,Ry6,Rz6,Rx7,Ry7,Rz7,Rx8,Ry8,Rz8,Rx9,Ry9,Rz9,Rx10,Ry10,Rz10,Rx11,Ry11,Rz11,Rx12,Ry12,Rz12,Rx13,Ry13,Rz13,Rx14,Ry14,Rz14,Rx15,Ry15,Rz15,Rx16,Ry16,Rz16,Rx17,Ry17,Rz17,Rx18,Ry18,Rz18,Rx19,Ry19,Rz19,Rx20,Ry20,Rz20,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039381914,-0.5949323,-0.4353373,-0.028235769,-0.90432316,-0.77989745,-0.15869355,-1.0243878,-1.094483,-0.31191957,-0.957035,-1.3896263,0.12653033,-0.6158165,-0.9705399,-0.41350916,-0.5708474,-1.3088394,-0.6140559,-0.61482406,-1.3711723,-0.41558456,-0.71776706,-1.4216099,0.15576139,-0.052078493,-0.9644197,-0.56093967,0.053731658,-1.318502,-0.8183401,-0.04516328,-1.3424009,-0.51706576,-0.1320591,-1.3937823,0.08810035,0.5207878,-0.96271354,-0.47451794,0.7422469,-1.3704685,-0.7289679,0.6512898,-1.3332028,-0.49706945,0.52413464,-1.2945927,-0.008575915,1.0220608,-0.9885903,-0.32325894,1.5173573,-1.2896234,-0.43679675,1.8509613,-1.280582,-0.28606838,2.1286037,-1.2711158,a
0.02903272,-0.01724455,-0.025116894,-0.003818132,-0.01450692,-0.015013439,-0.011934493,-0.030027926,-0.018256033,-0.003252301,0.03702094,0.025648123,-0.01116244,-0.012409716,-0.0012732696,-0.02092742,-0.018093769,0.011976459,0.032032765,0.015280506,-0.0080556255,-0.0051165717,0.02230743,-0.014700136,-0.0049422854,-0.037660986,0.01397134,-0.020522147,-0.013627762,-0.0033197522,-0.0037494127,-0.031273443,-0.019898513,-0.039846722,0.031634033,0.0027376337,0.010579498,0.048869073,0.050660346,-0.016711693,0.0011881118,0.013200444,-0.0061589787,0.0015975154,-0.011027704,-0.005703663,-0.024746677,0.0046719555,0.011581345,-0.006663033,0.019690972,0.0016115925,-0.020957228,-0.026012046,-0.0290177,0.013019021,-0.023094516,-0.017533833,0.0036052763,0.018862108,-0.017308565,0.02589893,0.0043532695,-0.03308137,-0.0028304413,-0.004585542,-0.14548561,-0.6210158,-0.41867015,-0.17453718,-0.9110173,-0.77596056,-0.35239643,-1.0598205,-1.1127588,-0.50699246,-0.9016459,-1.3985053,0.011651279,-0.6533224,-0.96716154,-0.52278405,-0.47617885,-1.3064829,-0.75982153,-0.48224875,-1.348694,-0.5508974,-0.65301573,-1.3903126,0.12601878,-0.05568058,-0.9674395,-0.5578753,0.11634514,-1.2880679,-0.82834375,0.103105985,-1.3369251,-0.5267583,-0.0413029,-1.4206328,0.1759449,0.5372503,-0.9621103,-0.3772747,0.8735005,-1.3711993,-0.65001804,0.8031729,-1.346114,-0.3929483,0.65404326,-1.301109,0.17169094,1.062171,-0.981926,-0.029848244,1.6154716,-1.2728034,-0.09888685,1.9910171,-1.2772228,0.076672636,2.2169042,-1.2825525,a
-0.028453652,0.020232676,0.0077986033,0.026051983,-0.00612228,-0.0053954995,-0.029648785,0.01751798,0.016857373,0.0144517785,-0.011867658,0.0041355304,0.0013160523,0.011020075,-0.013962982,-0.023894213,0.0084961895,0.032069545,0.015834179,-0.0056271814,0.0016936323,-0.018879125,-0.0025129216,-0.02084286,-0.013078865,-0.03838127,0.011395879,-0.014095577,-0.011480904,-0.017717998,0.022692703,-0.0030218507,-0.0017759603,0.010734234,0.017803052,0.015924515,0.011707595,-0.0010266195,-0.023598282,0.01970783,0.036552716,0.01833066,0.012054858,0.018143546,0.018641427,-0.023456126,0.029512431,-0.025025126,0.014302561,0.057008985,-0.024101354,-0.014671012,-0.04380793,-0.0074073956,-0.010342206,0.005706239,0.0015638699,0.013749512,0.004748975,0.031469908,-0.004893536,0.035768777,0.011344786,0.009232009,-0.023549387,-0.0007321466,0.024774494,-0.5820489,-0.42768723,0.066094086,-0.89642763,-0.8135801,-0.078964554,-1.0233119,-1.1474881,-0.22738431,-1.0012808,-1.3853266,0.18703374,-0.5898657,-0.96224123,-0.37127745,-0.6425728,-1.320522,-0.56237113,-0.6916127,-1.3623302,-0.35216925,-0.74408066,-1.4205005,0.14960368,-0.034462385,-0.9945907,-0.53763497,0.047090553,-1.3308785,-0.7992436,-0.098662905,-1.3554101,-0.5151964,-0.17944546,-1.3653666,0.016217444,0.5405466,-0.98060286,-0.51470995,0.70921564,-1.352587,-0.7639896,0.5770757,-1.3015922,-0.545536,0.51799357,-1.2827463,-0.065036304,0.97680604,-0.959757,-0.4148221,1.4835025,-1.281346,-0.5606917,1.7612805,-1.2453915,-0.39541733,2.0781279,-1.2624091,a
-0.035030436,0.009936758,0.022017598,0.0019766518,0.024241326,-0.010525781,-0.029179743,0.025788164,0.0062820516,0.01739227,-0.035068445,0.019274449,-0.020789227,-0.011700718,-0.0044502118,-0.032828048,0.01852457,0.02433071,-0.020325651,-0.010976637,-0.026194865,-0.031307563,0.005107249,-0.019553628,0.0012226973,0.0048826346,0.005717918,0.016421128,-0.018349038,-0.019133613,0.007768197,0.037693672,0.027142825,-0.024319492,0.003617069,0.011760272,-0.01707778,0.026185963,-0.015136583,0.007902297,0.025830286,-0.00760386,0.012096778,0.0145413745,-0.0145803,-0.006366878,0.010264479,-0.010651138,0.0074982685,0.009547572,-0.020932747,0.0013179074,-0.009554301,0.0023823357,-0.031796,0.0020276946,0.005006719,0.017820679,0.008204579,-0.003941308,-0.0021332088,0.013248365,0.0154915545,0.034090884,0.019316962,0.01100118,0.0016798722,-0.60660654,-0.4159813,0.026792651,-0.9531502,-0.7638087,-0.035832785,-1.0662621,-1.0916715,-0.23215833,-0.99620724,-1.4260397,0.21364322,-0.6120908,-0.94944793,-0.35834303,-0.596261,-1.2892796,-0.5617169,-0.6526756,-1.3695384,-0.34951055,-0.74734074,-1.4534899,0.16790318,-0.059317887,-0.9599411,-0.55496204,0.00016811118,-1.3455526,-0.7861642,-0.10721222,-1.3348045,-0.51094484,-0.15403946,-1.3825425,0.06547236,0.5360545,-0.9927481,-0.5418631,0.71191055,-1.3430127,-0.7945214,0.5732904,-1.3321556,-0.5133441,0.4770786,-1.2727269,-0.07124801,1.0107086,-0.98651105,-0.4263777,1.5396898,-1.2695122,-0.6168131,1.8126546,-1.2422403,-0.46376538,2.1449156,-1.2585068,a
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07443929,-0.7337985,-0.34141406,-0.27314073,-1.3002193,-0.7200323,-0.54349786,-1.5917685,-1.0941285,-0.80674493,-1.5731953,-1.458825,-0.16559188,-1.0215646,-0.90850204,-0.7075893,-1.1233025,-1.2590365,-0.9600673,-1.142236,-1.3430084,-0.77299875,-1.1650083,-1.3820474,-0.14582369,-0.45463204,-0.9469425,-0.81354624,-0.47341415,-1.2548074,-1.0740559,-0.57747453,-1.2552075,-0.71836096,-0.59948874,-1.2935919,-0.18510129,0.16368788,-0.9868334,-0.7428991,0.22146046,-1.3154377,-0.9628338,0.14373161,-1.2647648,-0.6478212,0.071192995,-1.232674,-0.22513282,0.7548832,-1.0523117,-0.5130579,1.1107209,-1.2662948,-0.63899523,1.4131948,-1.2163284,-0.4930384,1.6471361,-1.1936412,a
0.009878246,0.01961979,7.761502e-05,-0.012150089,-0.007846425,-0.0044893674,-0.018395217,-0.010567543,-0.022450862,0.0049178936,0.0370523,-0.02199027,0.025651626,0.039907236,-0.015083481,-0.0004532901,0.023996504,0.00031602453,-0.009732757,-0.045817725,-0.014385728,0.04422727,0.022132292,-0.009618459,0.008171886,0.0151167,-0.003736013,-0.038810257,-0.04019951,-0.0127373375,0.010526831,0.039104756,-0.02425196,7.6977274e-05,0.015956813,0.018462839,-0.008056503,0.010391805,-0.021748306,0.016656905,0.022713955,0.007837166,-0.013328896,0.010195822,-0.010584213,0.008172589,-0.013897076,-0.012743043,0.014540538,0.016398909,0.016731698,0.01295138,0.0072778906,0.025421781,0.013719183,0.021368714,0.012454336,0.025982361,0.008492521,-0.0007643232,-0.0016316418,-0.017483411,-0.023221606,-0.0030853697,0.0074085332,-0.03677358,-0.12615854,-0.705969,-0.31551197,-0.35610875,-1.2735579,-0.73491234,-0.64050597,-1.5380976,-1.101179,-0.95729905,-1.5358768,-1.4159069,-0.2445807,-1.0179172,-0.9238095,-0.7578037,-1.0756693,-1.2715113,-1.0166241,-1.092924,-1.3541449,-0.8504191,-1.1111608,-1.4026881,-0.17041877,-0.4382169,-0.9765649,-0.84199417,-0.41866022,-1.2723429,-1.1408229,-0.50403863,-1.2234994,-0.7727101,-0.53190744,-1.2926731,-0.17033409,0.16108781,-0.9874245,-0.72924805,0.2892414,-1.3267503,-0.9862614,0.17827956,-1.2344971,-0.6271884,0.12543164,-1.2085046,-0.18258806,0.7356956,-1.0812833,-0.443781,1.1676545,-1.2969322,-0.5692151,1.4654472,-1.219849,-0.36357844,1.6803614,-1.1984665,a
0.00817406,0.023069268,0.01667577,0.02231798,-0.0023084758,-0.013165621,0.013976399,0.010165396,-0.0041644485,-0.013146686,-0.014082059,-0.035293505,-0.024616882,-0.0035542212,-0.018758139,0.006716349,-0.04467056,0.02025662,0.017823985,0.0132914875,0.016750004,0.002203819,-0.0021248844,0.008064892,-0.0046069217,-0.0047389288,0.006225836,0.008754483,-0.004701072,0.014553625,-0.01048818,0.0042373254,0.01695237,0.043640986,-0.011404773,0.005300568,-0.025811253,0.014691515,-0.010696297,0.043743882,0.007179809,-0.0074656927,-0.00139224,0.008598147,0.013594093,-0.00051568786,-0.022889175,-0.01698554,0.0067800554,0.01774289,0.024144946,0.03338603,0.010351547,0.009498389,-0.029015543,-0.01332651,-0.03715006,0.0143403495,-0.0046980423,-0.017978083,0.001091732,-0.024244798,0.012372746,-0.01319473,-0.002171875,-0.011704366,0.007413009,-0.72098964,-0.36926678,-0.10601498,-1.301763,-0.7416761,-0.28643537,-1.5984515,-1.0803084,-0.54859203,-1.5924003,-1.4549202,-0.021271747,-0.9925456,-0.88059926,-0.52123594,-1.1415371,-1.2682369,-0.7650723,-1.2027938,-1.3362715,-0.5983942,-1.193057,-1.3936124,-0.093300566,-0.44579723,-0.9826141,-0.6886756,-0.56921184,-1.2777885,-0.947665,-0.6535103,-1.2068499,-0.6463373,-0.6609879,-1.3325473,-0.21369156,0.13517098,-0.98143727,-0.705148,0.15817067,-1.3317448,-0.92446786,0.010643064,-1.2869886,-0.63604945,0.010113384,-1.2291957,-0.30861792,0.68262494,-1.0283754,-0.62537104,1.0257331,-1.2666364,-0.7861225,1.2864877,-1.232495,-0.6988459,1.5059166,-1.1900845,a
0.008021959,-0.005060589,-0.0018731848,0.0019460267,0.007821967,0.022478204,0.01429369,-0.008270275,-0.0096219545,-0.009112161,0.00059683004,-0.008356693,0.01260111,-0.013014944,0.0093011595,-0.014113874,-0.016634855,0.034884613,-0.00044944923,-0.041900035,0.02199466,-0.02053102,0.016926847,-0.0041298983,0.0053380425,-0.011114104,0.023334082,-0.00751449,-0.032625724,-0.03545869,0.0031647356,0.038393714,-0.01398053,0.030100336,0.0151762925,-0.008821702,-0.011491414,-0.0153851835,0.0035819674,-0.025048897,0.025322596,0.032282658,0.021966968,-0.010430158,0.022792798,-0.03313185,0.004399988,-0.013851662,0.03272093,-0.004845654,-0.011786979,0.018910266,0.026175672,0.0021627792,-0.021511957,0.021578044,0.0031288129,0.007921874,-0.034997925,0.02224335,0.010616187,-0.010824353,-0.05366873,-0.00027812785,0.009555485,0.013098183,-0.19465728,-0.719776,-0.32562497,-0.57210547,-1.2282175,-0.7409297,-0.86577857,-1.4970326,-1.0845828,-1.1236017,-1.4101006,-1.4761548,-0.3935293,-0.9859522,-0.90212685,-0.94551295,-0.9654446,-1.2452712,-1.1649716,-0.9759035,-1.318961,-1.0467557,-1.0286651,-1.3701091,-0.2036193,-0.44916153,-0.9143934,-0.88262796,-0.31581095,-1.2855574,-1.1907396,-0.37833002,-1.2506866,-0.81961596,-0.47007272,-1.2999028,-0.13637853,0.19443561,-0.9995563,-0.68041706,0.3565591,-1.2976588,-0.9327595,0.33383572,-1.2698789,-0.62457585,0.20262544,-1.2289741,-0.07468928,0.8024815,-1.0729257,-0.30872613,1.2135597,-1.257451,-0.35102478,1.5443041,-1.2101542,-0.16444688,1.7102243,-1.1755611,a
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04229683,-0.59034336,-0.36642113,-0.057965606,-0.96129084,-0.7244885,-0.2132182,-1.0684485,-1.0581323,-0.40132388,-0.9665455,-1.3703222,0.25442338,-0.82019055,-0.94740254,-0.22390732,-0.9039065,-1.3093461,-0.46555546,-0.88842535,-1.3887638,-0.30828276,-0.8434294,-1.427134,0.30899853,-0.32910725,-0.9551056,-0.38147217,-0.33051735,-1.3005074,-0.6516408,-0.4035081,-1.2963699,-0.3682917,-0.35660753,-1.3146259,0.24658625,0.1933992,-0.9646169,-0.33234614,0.2559215,-1.3188826,-0.5650961,0.17579101,-1.2565094,-0.32059836,0.1637633,-1.204436,0.17394634,0.68761814,-1.0006305,-0.113759525,0.9687313,-1.2325224,-0.2544179,1.2084303,-1.1966254,-0.15675743,1.4458714,-1.1742727,a
0.009711415,0.008284573,0.00028199967,-0.021051943,-0.030788153,0.011873185,-0.0022839701,0.011301079,0.029723397,-0.017928502,-0.0071922396,-0.0069633257,0.034253847,-0.03955182,0.012641015,0.04889375,-0.0051602935,0.0040313634,-0.00035317172,0.011388131,-0.0066881552,-0.014663593,-0.009015767,-0.018235741,0.014886638,-0.013418661,-0.013583739,0.0023611602,-0.024856154,0.0021236513,-0.0043842704,-0.0005787151,0.012642453,-0.003691783,-0.008392637,-0.0132602705,0.010478833,0.0035244445,-0.016080758,-0.013558965,0.032273278,0.0128481705,-0.011948074,-0.026200222,-0.035207883,-0.044702977,0.01355817,-0.013386889,0.05037664,0.0025385958,0.012598586,-0.012060596,-0.017957948,0.027701402,-0.010305772,-0.028854055,-0.0057596867,-0.003865241,0.0036993714,0.00086916017,-0.01809186,-0.0076538073,-0.009183168,-0.0031948672,0.008513189,-0.012413077,0.094999455,-0.6259642,-0.38191834,0.18674742,-0.9912133,-0.7029999,0.016883658,-1.1881602,-1.0180947,-0.21077538,-1.0542161,-1.365148,0.45830125,-0.8391135,-0.94368035,-0.025811221,-1.02414,-1.3047984,-0.29426107,-1.0431079,-1.3687158,-0.15047991,-1.0068697,-1.4325266,0.3783145,-0.253632,-0.98533386,-0.33815,-0.4519145,-1.2941159,-0.60339034,-0.56676817,-1.2946303,-0.30334666,-0.4204955,-1.2852262,0.22473729,0.25623316,-0.9563457,-0.42486557,0.1756996,-1.3300745,-0.6391476,0.06437467,-1.2597991,-0.3885388,0.13232276,-1.208331,-0.015664252,0.7579034,-1.0113579,-0.32830968,1.0206596,-1.2332972,-0.51913923,1.2077018,-1.1883974,-0.5042387,1.510362,-1.1759747,a
